ev,label,probFalseZS,probTrueZS,emotion_max,category_max,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,neutral,optimism,pride,realization,relief,remorse,sadness,surprise,black,christian,female,homosexual_gay_or_lesbian,identity_attack,insult,jewish,male,muslim,obscene,psychiatric_or_mental_illness,severe_toxicity,sexual_explicit,threat,toxicity,white,Campaign strategies,Election administration,Voter registration,Voter turnout,Women in politics
"[-3.87445509e-01 -8.22527857e-02  3.10405637e-02 -9.44118533e-02
 -1.43475211e-02 -1.12538119e-01 -5.44414987e-03 -2.57217988e-02
 -2.41579463e-02  9.01205130e-02 -7.75103618e-03 -6.45046908e-02
 -1.53702948e-02  2.23811578e-02 -2.00637843e-02 -1.52776897e-02
  6.61641774e-02  3.20565597e-02 -6.94163970e-03  4.30168477e-02
  1.58968759e-03 -9.88776590e-03 -1.77644209e-02 -2.35269803e-02
  3.85612597e-02  2.21399979e-02  3.27427191e-02  1.81991479e-02
  2.61792019e-02  4.74101997e-03 -2.26465173e-02 -1.68138382e-02
 -4.45702077e-03 -2.66402075e-02  1.71542598e-02  3.77663473e-02
 -2.32328483e-02 -4.21295601e-02 -3.48650354e-03 -1.16747657e-02
 -1.61318621e-02  2.03809875e-02 -7.95341640e-03  1.29405423e-02
  5.61040156e-03 -3.94260531e-02  2.63117926e-04 -3.91418834e-03
 -1.31704307e-02  1.77166356e-02]",0,0.9493167996406556,0.0506832003593444,realization,Women in politics,0.0001731471420498,3.0041606805752966e-05,6.0400951042538516e-05,0.0008070329204201,0.3298304378986358,0.0005844713887199,0.0003487008798401,0.0001334145927103,0.0001268347841687,0.0048409202136099,0.0008462428231723,0.0001371052785543,0.0001709702046355,5.779400089522824e-05,0.0002235315041616,5.597512063104659e-05,6.321308319456875e-05,6.469455547630787e-05,4.407281448948197e-05,0.0006977404118515,0.0399313531816005,0.0048888628371059,8.140101272147149e-05,0.6130762696266174,0.0004736923146992,0.0003986748342867,0.0015815747901797,0.0002714404545258,5.165673792362213e-05,5.664975105901249e-05,6.896789273014292e-05,3.569803084246814e-05,4.046899630338885e-05,0.0001528239954495,3.4861073800129816e-05,0.0002647442161105,0.0004454355221241,2.735444650170393e-05,0.0001303501339862,1.4327102917377488e-06,1.7225051124114543e-05,2.839863736880943e-05,0.0004593193007167,6.767157901776956e-05,0.1953290104866027,0.1953805685043335,0.1380491703748703,0.2014007270336151,0.2698405086994171
"[-3.29285880e-01 -7.10293622e-02  9.21214443e-02 -7.65514125e-02
  1.06311559e-01 -1.13621177e-01 -3.79841197e-02 -7.01257699e-02
  6.01417283e-02  2.48274072e-02  7.39336582e-02 -5.25391456e-02
 -7.05749081e-02  7.54438171e-02  6.83700404e-02 -1.36595347e-02
  7.20486455e-02  5.42613606e-03 -7.01747939e-02  9.23347377e-02
 -5.04662996e-02  2.31516690e-02  3.82682595e-03  2.13703108e-02
  2.78557843e-03  3.93920781e-02 -5.41989093e-02  3.85047806e-02
  1.62312681e-02 -7.42398201e-03 -4.60475994e-02  5.79720232e-02
 -3.17982128e-02 -1.65458885e-02 -3.35219648e-02  2.47341278e-02
 -4.79681403e-02 -3.94726930e-02  2.50520506e-03  2.71881798e-02
 -3.47893116e-02  1.36447213e-02  9.72578076e-03  5.74772588e-03
 -1.51134898e-02 -1.95612028e-02  4.25440777e-05  4.84363811e-02
 -4.00524380e-04  1.55879953e-02]",0,0.8687012195587158,0.1312988400459289,neutral,Women in politics,0.000123275181977,6.294911145232618e-05,8.199396688723938e-06,7.959578215377405e-05,0.0088211745023727,1.6434589269920252e-05,4.78044712508563e-05,3.178217593813315e-05,0.0001469022536184,0.0002434504567645,0.0004727825289592,2.216625762230251e-05,5.103483090351801e-06,0.000105094492028,5.911804692004807e-06,5.212019823375158e-05,8.546016033506021e-06,5.8807177993003286e-05,2.343664891668596e-05,1.790038550097961e-05,0.9853395223617554,0.0004321034066379,1.3552546079154125e-05,0.0037095255684107,1.3089108506392222e-05,3.7406720366561785e-05,6.59849538351409e-05,3.541924525052309e-05,4.733876630780287e-05,7.663739233976229e-05,0.0001249637425644,3.457106140558608e-05,2.690700421226211e-05,0.0001110600278479,3.4081422199960805e-05,0.0002629591035656,6.450006185332313e-05,2.93344146484742e-05,0.0001123632391681,1.19803837606014e-06,1.770490052876994e-05,2.197447611251846e-05,0.00034264524583700005,9.180249617202209e-05,0.2183979898691177,0.1267484426498413,0.1426051706075668,0.2327748984098434,0.279473602771759
"[ 4.15938885e-02 -2.83242106e-01 -3.76517699e-04  1.23076809e-02
  4.11284064e-02  1.13875590e-01 -1.64038202e-02 -5.70625568e-02
 -9.21294046e-02 -1.17483378e-02 -1.16247805e-02 -5.00485109e-02
 -1.12631807e-02  4.34803838e-02  2.01623564e-03  3.56410852e-02
  3.96082722e-02  1.30954093e-02 -3.70204515e-02  1.24450731e-02
 -1.26127448e-02 -1.56198635e-02 -5.16027108e-02  2.25510241e-02
  7.07669488e-03  2.40812975e-03 -2.10045447e-03 -3.16517940e-03
  1.57080438e-02  5.77526313e-03  2.59141026e-04  5.00766266e-03
 -4.46428733e-03 -1.62122755e-02  2.80415012e-02 -6.90424251e-03
  3.15723944e-03  2.56535194e-02 -1.34311100e-02  2.13280233e-02
  2.69173472e-02  1.42360168e-02 -5.40538614e-03 -5.52056319e-03
  1.08818199e-02  2.50685948e-02  5.77861500e-03  3.29063705e-02
 -1.43683728e-02 -2.58718063e-02]",0,0.9727894067764282,0.0272105932235717,neutral,Women in politics,0.0001532911555841,7.607373845530674e-05,8.868054283084348e-05,0.0001881014177342,0.0019231245387345,4.752593304147013e-05,9.411974315298721e-05,4.204365177429281e-05,0.0002349768037674,7.316016854019837e-05,0.0007122879032976,3.34778887918219e-05,3.883089902956272e-06,1.5290663213818334e-05,1.1182770322193393e-05,2.460440555296373e-05,1.2017424523946827e-05,1.3309028872754425e-05,2.1197221940383315e-05,7.998774890438654e-06,0.9952126741409302,0.000664412160404,6.799201401008759e-06,0.000206003896892,4.859420641878387e-06,4.273027298040688e-05,7.822434417903423e-05,7.967636520334054e-06,4.053129669046029e-05,5.514378426596522e-05,9.858282282948494e-05,2.742261312960181e-05,2.4530680093448613e-05,0.0001513243332738,2.3072247131494805e-05,0.0002713183057494,6.124119681771845e-05,3.316962829558179e-05,0.000165371078765,1.1876500138896515e-06,2.0241885067662224e-05,2.4270017092931084e-05,0.0004190250765532,8.688795787747951e-05,0.2067393958568573,0.0811900496482849,0.0673446953296661,0.24266993999481198,0.4020558595657348
"[ 0.6497165   0.0045148  -0.02006837 -0.00447605  0.10102389  0.05278753
 -0.081132   -0.03462261 -0.08949404  0.03704501  0.02649317 -0.00236137
  0.01300911  0.06609796 -0.00741123  0.01585525 -0.02413247 -0.00734748
 -0.00719017 -0.00225456  0.02005266  0.002927   -0.02879779  0.01805269
  0.02824664  0.00241565  0.02144805  0.02766748 -0.00487406 -0.01158666
 -0.00442036  0.00993075 -0.00943734  0.01077709 -0.02069514 -0.01478719
  0.01049968 -0.01944026  0.00156906 -0.00963246  0.00641001  0.01050577
 -0.02988147 -0.00548977  0.01231622 -0.00283621 -0.00389882 -0.00135844
  0.02988046 -0.00500803]",0,0.8431328535079956,0.1568671464920044,neutral,Voter turnout,0.0001081589507521,9.34487470658496e-05,2.3807655452401377e-05,7.034164445940405e-05,0.0022463083732873,5.921271076658741e-05,0.0001220770936924,4.197869202471338e-05,0.0002350684080738,0.0002460450632497,0.0001577697548782,3.235075928387232e-05,8.163000529748388e-06,3.606462269090116e-05,2.7912226869375445e-05,6.297284562606363e-05,0.000113718175271,4.167457882431336e-05,2.3156957468017936e-05,4.1573159251129255e-05,0.9868000745773317,0.0060689784586429,1.8792376067722213e-05,0.0026013334281742,2.372232484049164e-05,0.000159428367624,0.0005044072167947,3.148397445329465e-05,3.240278965677135e-05,5.3831521654501564e-05,7.791961979819462e-05,1.6879461327334866e-05,2.0868272258667275e-05,0.000265364331426,1.6390236851293594e-05,0.0003290745953563,4.7246532631106675e-05,3.637408372014761e-05,0.0001284737227251,9.929910902428674e-07,1.7831309378379956e-05,2.674419738468714e-05,0.0006281254463829,7.154996274039149e-05,0.2390795052051544,0.1417613476514816,0.1318325102329254,0.3460316359996795,0.1412949711084365
"[-1.16242054e-01 -2.29801202e-01 -1.57563346e-02 -1.23296446e-01
 -2.28702355e-03 -1.59143326e-02 -5.27760328e-02 -8.20533344e-02
  6.67685802e-03  6.58672341e-02 -4.56905523e-02 -8.21617941e-02
 -1.97083685e-02  6.51503825e-02 -3.40258845e-02  4.72105533e-03
  5.43005117e-03 -4.37327584e-02  1.52463153e-02  7.35313159e-02
  6.19735009e-03  2.15311439e-03  2.99289375e-02 -9.86005766e-04
  5.78774571e-02  7.72102904e-03  9.14920732e-03  2.50999275e-03
  8.61064368e-04  4.11811482e-02 -1.36204288e-02 -3.98401451e-02
 -1.78453892e-02  1.45226823e-02 -4.26946323e-02  3.75543848e-02
 -2.19823684e-02  1.36159943e-03  3.72284775e-02 -9.57127138e-03
 -1.02349797e-04  1.42140518e-02 -1.15990952e-02 -1.58219850e-03
 -5.03528288e-03  3.36362478e-02 -2.31910421e-02  7.48908861e-03
 -5.29345738e-03  1.40528551e-02]",0,0.3092686235904693,0.690731406211853,neutral,Campaign strategies,8.570537465857342e-05,5.0955623009940616e-05,0.0002384845138294,0.0015617622993886,0.0021933976095169,6.204094097483903e-05,0.0001265665196115,7.045085658319294e-05,0.0002669105015229,0.0073743071407079,0.0132976351305842,0.0003526236978359,3.234889663872309e-05,2.2271737179835327e-05,0.0001833089918363,2.4853190552676097e-05,4.6981531340861686e-05,1.5050451111164874e-05,5.78144536120817e-05,8.295054431073368e-05,0.9621239900588988,0.0007697650580666,9.106613106268924e-06,0.0070085143670439,8.405108928855043e-06,0.0001613834756426,0.0037362882867455,3.6100194847676896e-05,3.587926039472222e-05,5.116315151099116e-05,9.754242637427525e-05,2.2960435671848245e-05,2.3363918444374576e-05,0.0001550437300466,2.1743591787526384e-05,0.0002620046434458,5.9298050473444164e-05,3.916757850674912e-05,0.0001697592379059,1.2051040130245385e-06,2.088330256810877e-05,3.2180516427615664e-05,0.0004797616275027,6.421529542421922e-05,0.3216737806797027,0.1268668621778488,0.1338880509138107,0.2879000902175903,0.1296711415052414
"[ 0.14193752 -0.26340688  0.10539759  0.05255734 -0.00775827 -0.01527663
 -0.06239813  0.03025136 -0.06489054  0.0220752   0.04272817  0.01160564
 -0.03027325  0.01043629 -0.04807659  0.05392305 -0.03167827 -0.02888811
  0.02319944 -0.05559072  0.01899282 -0.01649582  0.02278363 -0.01510379
  0.05572153  0.04124257 -0.03151894  0.02377417 -0.03791977  0.02061403
 -0.02981295 -0.03275652  0.01649336  0.00909007  0.00579973 -0.01255563
 -0.00639771  0.01161629  0.00148855 -0.03968223  0.00421808  0.00266754
  0.00258561  0.00803843  0.01043624  0.01633273 -0.02890614  0.0008172
  0.00856239  0.0150779 ]",0,0.6974594593048096,0.3025405704975128,neutral,Campaign strategies,0.0011183239985257,0.0079991528764367,0.0001721377775538,0.0020101687405258,0.0141268242150545,0.0003606807149481,0.0005782242515124,8.215683919843286e-05,0.0001171008625533,0.0003604326338972,0.0009668710990808,0.0013495719758793,0.0002782602969091,0.0009282944956794,0.2129228413105011,0.0001112242607632,0.0001098175125662,0.0003738660016097,9.720174421090633e-05,0.008716800250113002,0.7401507496833801,0.0016288999468088,0.0003225309483241,0.0035506654530763,0.0003779714170377,0.000125287726405,0.0004229118640068,0.0006410530768334,3.441143780946732e-05,4.572817488224246e-05,7.617224036948755e-05,2.1849038603249937e-05,2.6586132662487216e-05,0.0002242326590931,1.8579263269202787e-05,0.0002031042822636,4.614235513145104e-05,3.7149948184378445e-05,0.0001213931609527,1.016489818539412e-06,2.2363172320183367e-05,2.5372879463247955e-05,0.0006161888013593,6.608112744288519e-05,0.3216613531112671,0.1091006100177764,0.09726275503635401,0.2512478530406952,0.2207274436950683
"[ 6.19518296e-01 -8.56018895e-02 -2.58798003e-02 -1.62023656e-02
  8.14598645e-03  5.46336964e-02 -8.56059685e-02 -3.49041759e-02
 -4.54005060e-02 -2.42926172e-03 -4.19462888e-03 -3.23233088e-02
  1.89248421e-02  1.60229847e-02 -3.33884528e-02  3.23218297e-02
 -8.20176150e-04  7.61045788e-03  7.16225800e-03  2.11192887e-02
  2.63296848e-03 -1.22570684e-02 -1.21366882e-02 -2.46803646e-03
 -6.78849000e-03 -7.48790465e-03  9.04917509e-03  8.55217579e-03
 -4.32535114e-03  1.28764991e-02  1.01722871e-02  2.65052847e-02
  6.80869977e-03  1.30743531e-03  2.79795259e-03 -2.56848763e-02
  9.36469889e-03 -1.50293482e-02 -6.18218064e-03  5.75804773e-03
  5.90123120e-03 -3.35612093e-04  3.72886336e-03 -3.26568297e-04
 -1.62220062e-03 -1.22828341e-02 -6.65260499e-03 -3.00274937e-03
  2.49688078e-03 -1.95178051e-04]",0,0.9275067448616028,0.0724932476878166,neutral,Campaign strategies,0.0010843527270480002,7.145595009205863e-05,1.4437506251852026e-05,4.166839789832011e-05,0.0019645870197564,0.0001960096560651,0.0001167893933597,2.987418156408239e-05,0.0001526850974187,0.00027814495842900004,0.0003719165979418,1.2458733181119895e-05,4.9881418817676595e-06,0.0002201159659307,8.66247501107864e-06,0.0004120815428905,2.5731675123097368e-05,0.0007683080621063,7.630822801729664e-05,6.6723182499117675e-06,0.9924244880676271,0.0008701792103238,3.0949471693020314e-05,0.0005178572027944,3.631358413258568e-05,0.0001866276725195,5.745009912061505e-05,1.8872935470426445e-05,3.665464100777172e-05,6.372380448738113e-05,8.957814134191723e-05,2.0965615476598032e-05,2.14773062907625e-05,0.0001960713852895,2.025231151492335e-05,0.0003051350649911,4.426265877555125e-05,3.643438685685396e-05,9.90336702670902e-05,9.782424967852421e-07,1.7553977158968333e-05,2.323737317055929e-05,0.0004912110161967,7.757686398690566e-05,0.3408150970935821,0.1906875818967819,0.1044023260474205,0.2581081390380859,0.1059868335723877
"[ 8.05695213e-01  1.70502663e-01 -4.66611332e-02  1.07459650e-01
 -3.72706027e-03  7.76404532e-03  3.58024967e-02 -3.02950386e-02
  1.75390136e-03  1.82057114e-02 -4.34813455e-02 -2.64973396e-03
 -3.54118043e-03  1.94132063e-02  4.35667109e-03  6.11211841e-03
  2.80736336e-02  8.51041011e-03 -2.35533250e-02  5.92946998e-03
 -1.24494523e-02  6.80527841e-03  1.17923245e-03  2.05982702e-02
 -5.16071647e-03 -1.60196340e-02  1.14162193e-02  5.40722893e-03
  1.55166648e-02 -1.26972548e-02 -1.14315883e-02 -2.13109155e-03
 -1.01927476e-02 -5.82427636e-03  1.13754333e-02  1.72445759e-02
 -6.04200481e-03  1.40318920e-02 -1.86681047e-04  3.58476495e-03
  8.44871999e-03 -3.28831279e-03  8.78812529e-03 -1.70510449e-02
  6.67234556e-03 -1.84677804e-02  6.27378585e-03 -4.73924389e-03
  1.06169701e-02  2.40952161e-02]",0,0.9415574669837952,0.0584425330162048,neutral,Campaign strategies,0.0002744519442785,0.0001488553389208,1.3449658581521362e-05,3.974928768002428e-05,0.0030091479420661,7.591227131342747e-06,0.0004734446993097,9.70117762335576e-05,3.4577093174448244e-05,6.854673119960353e-05,0.0004073565651196,1.5057718883326746e-05,2.404290853519342e-06,5.1882954721804715e-05,5.594452431978425e-06,7.305304461624473e-05,7.969867510837503e-06,4.2479234252823524e-05,1.4672242286906112e-05,7.509235729230568e-06,0.9946828484535216,0.0001027847029035,7.386706329270963e-06,0.0003410778590478,7.916606591606978e-06,1.8115106286131773e-05,2.367098204558715e-05,2.1356498109526e-05,4.249280027579516e-05,7.519742212025449e-05,0.0001213518480653,3.077847213717177e-05,2.618744474602863e-05,0.0001121203895309,3.208965426892973e-05,0.0002595403057057,6.608232069993393e-05,2.6774081561597995e-05,0.00011103324504799999,1.134193553298246e-06,1.7191636288771406e-05,2.1984707927913405e-05,0.0003462975437287,7.383321644738317e-05,0.3999463021755218,0.08816505968570698,0.0959713831543922,0.2239481955766677,0.1919690668582916
"[ 0.70181535  0.04481442  0.04122601  0.09339706  0.03668259  0.01325524
 -0.07975831 -0.03482813 -0.04407532 -0.00536576  0.04284116  0.01873338
 -0.02018441  0.05561642  0.02252532  0.02256802 -0.02601764  0.0206671
  0.00891115 -0.02931116  0.01718834 -0.00074149 -0.02553276 -0.02059129
  0.03013819 -0.00102316  0.0117568   0.01523885  0.01014829 -0.00332535
 -0.01157276 -0.00550071  0.00194956 -0.00251113 -0.02046823 -0.01471108
 -0.01475897 -0.02029766  0.01965853  0.00644236 -0.00242248  0.00834833
  0.00349199  0.00939189  0.02230604  0.00186686 -0.00461433 -0.00410667
  0.03349115  0.00462353]",1,0.8988065719604492,0.1011934131383895,neutral,Campaign strategies,0.0001881888892967,0.0001413045829394,1.2285450793569908e-05,0.0001025355304591,0.0400158762931823,1.6073036022135057e-05,0.0001375538558932,2.7901369321625676e-05,9.1734851594083e-05,0.0002336003526579,0.0009054093970917,2.5270714104408398e-05,6.292856596701312e-06,0.0001371534162899,9.389142178406473e-06,8.229475497500971e-05,1.5782850823597986e-05,9.155715815722942e-05,2.3657215933781117e-05,4.630303010344505e-05,0.9428575038909912,0.0006011888035573,3.0449933547060937e-05,0.0139880208298563,3.295573696959764e-05,4.1506715206196525e-05,8.754551527090369e-05,5.06325850437861e-05,3.730893513420597e-05,6.655974721070379e-05,0.0001031536376103,2.904571738326922e-05,2.9059847292955965e-05,0.0001168778835562,2.8785958420485248e-05,0.0002241916081402,6.148268585093321e-05,2.569042590039317e-05,9.120766480918975e-05,1.0138244306290292e-06,1.5777039152453657e-05,2.290693919348996e-05,0.0003732781915459,6.968797970330343e-05,0.3885661363601684,0.1172383204102516,0.1097624227404594,0.2145058363676071,0.1699272841215133
"[ 7.35722821e-01  4.84941837e-02 -7.99626557e-02 -3.33745391e-02
  1.18640115e-02  4.44429971e-02 -1.25387607e-02 -1.99927257e-02
 -1.97680630e-02  3.15325856e-02 -2.33702945e-02 -3.21383920e-02
  1.93984146e-02 -2.02107798e-02 -5.05029553e-02  3.38861439e-02
  1.26249810e-03 -2.16203936e-02  3.03862706e-02  1.76155722e-02
 -1.59792436e-02 -1.77665623e-02  2.05728128e-02  2.43318484e-02
 -2.41306018e-03  1.57713487e-02  1.68365829e-02  8.44325208e-04
 -1.57926781e-02 -1.74347100e-02  6.01272680e-03 -2.21362745e-04
  7.73284905e-03  1.01589578e-02 -2.30264242e-02 -2.89911575e-03
  2.24443857e-02 -2.13077072e-02 -2.23061352e-02 -1.40888249e-02
 -7.22401624e-03  1.20756303e-03 -8.63897899e-03  1.32940693e-02
 -4.58676821e-03  2.83505718e-03  6.91223169e-03 -1.24233907e-02
  7.65519600e-03  8.23538269e-03]",0,0.8992169499397278,0.1007830798625946,neutral,Campaign strategies,9.945405327016488e-05,4.98273984703701e-05,1.5017077203083316e-05,0.0001123895563068,0.0021280269138514,9.92487639450701e-06,0.0001939744397532,3.3662952773738646e-05,4.190613253740594e-05,9.773070632945746e-05,0.0001694738311925,1.3223422683950048e-05,3.727601097125444e-06,2.0956011212547313e-05,4.0544769035477665e-06,3.2524141715839505e-05,4.592056029650848e-06,2.588692223071121e-05,8.146575055434369e-06,9.16820590646239e-06,0.9952189326286316,0.00046877239947199997,1.2431441973603795e-05,0.0011655573034659,1.16499031719286e-05,2.153231071133632e-05,1.8187445675721392e-05,9.199377018376254e-06,4.7824822104303166e-05,0.0002060989354504,0.0001496285258326,3.0272227377281524e-05,0.0001798752928152,0.5503847599029541,1.759497172315605e-05,0.0005780512583442,0.0001510069414507,0.0002757322508841,0.0006341427215375,2.564569967944408e-06,5.5822925787651905e-05,6.035052865627222e-05,0.6265981793403625,0.0002606045163702,0.4243116974830627,0.16378869116306302,0.0606659166514873,0.22624072432517997,0.1249929890036583
"[ 8.02173496e-01  1.61329476e-01 -6.68934448e-02  1.54571944e-02
 -1.29885314e-02 -3.12113675e-03 -4.39129533e-02 -3.15749491e-02
 -3.27463141e-02  9.79059944e-03 -2.03188194e-02 -4.44356312e-04
 -6.47447932e-03  1.69713962e-02  4.48891934e-03 -1.14399751e-02
  1.14968088e-02 -1.56695438e-04  2.53312368e-03 -2.14164394e-04
 -2.55246472e-02  1.07533667e-03  2.31149028e-02  6.36247333e-03
  3.00600874e-04  8.97495528e-03  1.01166898e-02 -5.87916729e-04
  1.46753151e-02 -1.02136988e-02 -6.81271626e-03 -3.09213619e-03
  1.23610403e-02  1.96346583e-05  5.16884846e-03  3.35179975e-03
  6.74956249e-03 -5.05513666e-03  3.13993740e-03  3.26223658e-03
  1.03896229e-02 -4.21447406e-03  5.28997752e-03 -9.17180470e-03
 -3.94714986e-03 -7.40076668e-03 -1.55548869e-03 -6.48388286e-03
 -3.09515263e-04  8.81700940e-04]",0,0.8642016053199768,0.135798379778862,neutral,Election administration,0.0001401426125084,0.0001414642028976,9.412036888534205e-06,4.82793475384824e-05,0.0088756661862134,1.555870949232485e-05,0.0001828895619837,3.753675628104247e-05,4.5833850890630856e-05,0.0002189905790146,0.000823940441478,1.754582262947224e-05,3.218621486666962e-06,6.780616240575911e-05,1.0764977560029363e-05,5.1686882216017687e-05,2.014956407947465e-05,9.131872502621263e-05,2.682464946701657e-05,2.031248004641384e-05,0.98451566696167,0.0002158435818273,1.052646530297352e-05,0.0041999765671789,1.3432094419840725e-05,4.760452065966092e-05,0.0001120870438171,3.5584434954216704e-05,4.008448013337329e-05,6.725123239448294e-05,0.0001050239807227,2.8695865694317035e-05,2.5730563720571812e-05,0.0001242569851456,2.9497028663172387e-05,0.0002517017419449,6.058642611606047e-05,2.9551256375270892e-05,0.000119881296996,1.1149229521834059e-06,1.7106789528043013e-05,2.334095916012302e-05,0.0003733778721652,7.57369416533038e-05,0.27717232704162603,0.5355810523033142,0.0358941107988357,0.100802831351757,0.0505496449768543
"[ 0.41611484 -0.16466057 -0.01308827 -0.04289997  0.11079792 -0.00345456
  0.1000168   0.02411294 -0.02227251  0.02373891  0.0272086  -0.05954898
 -0.07051641 -0.0101725  -0.07885848  0.00193888 -0.0060936   0.01730548
  0.00325276  0.02251745  0.00108423 -0.01805301  0.01587674  0.03369349
 -0.02672129 -0.00983459 -0.00336752 -0.02664772 -0.02029417 -0.00364477
  0.00552874  0.01868639  0.00565924 -0.00083628 -0.00063181  0.00275477
  0.01916101 -0.01862652 -0.03057929 -0.00075947  0.00077811 -0.00480029
 -0.00637239  0.01551033 -0.01282009  0.00602218  0.03231554 -0.0411156
 -0.01093808 -0.00593097]",1,0.9898167848587036,0.0101832011714577,neutral,Campaign strategies,3.7696518120355904e-05,6.300053792074323e-05,2.9022685339441523e-05,0.0002194330154452,0.0025926665402948,1.5081863239174707e-05,0.0011433120816946,7.611341425217688e-05,0.0001344917982351,0.0011241310276091,0.0109095545485615,5.595832408289425e-05,1.0087317605211863e-05,1.7698203009786084e-05,1.334173521172488e-05,6.374814984155819e-05,1.5939758668537248e-05,1.9424425772740506e-05,3.6153742257738486e-05,3.127852323814295e-05,0.9764566421508788,0.0005612501990981,5.602376404567622e-06,0.0060355416499078,7.93476192484377e-06,6.104770727688447e-05,0.0002247211377834,3.918019501725212e-05,3.8256283005466685e-05,6.869575736345723e-05,8.348091068910435e-05,1.949581746885088e-05,2.206580393249169e-05,0.0001611430488992,1.875770431070123e-05,0.0002381617377977,4.8235808208119124e-05,2.473507629474625e-05,8.613501267973334e-05,8.773585591370647e-07,1.4456541975960135e-05,2.137012779712677e-05,0.000452365464298,7.312600064324215e-05,0.3407043814659118,0.0985065177083015,0.1168718338012695,0.2845109105110168,0.1594063937664032
"[ 6.83743670e-01  1.24085542e-01 -1.28700217e-02 -1.24302036e-02
  1.48589032e-01 -7.07553877e-02  1.07021816e-01  8.97229578e-03
 -7.16445446e-02  2.28456088e-02  4.79759496e-02 -5.07442425e-03
 -6.14988774e-02  5.29610762e-02  7.84544757e-03  6.66691942e-03
 -1.32987558e-02  2.46607711e-02 -1.93783389e-02  1.37129471e-03
  1.95108348e-02 -4.90260954e-03 -1.21925705e-02 -2.45376219e-02
  3.12942479e-02  8.26020607e-03 -2.16856044e-02  2.85453970e-03
  2.94935173e-03  2.74472700e-02  1.09753481e-04 -2.13168392e-02
 -6.68945862e-03 -8.71395999e-03  3.17650295e-03  1.64518464e-02
 -9.20580831e-04  1.20722077e-02  1.00497967e-02 -1.18913583e-02
  6.62173927e-03 -9.59331522e-03 -7.04420678e-03 -2.56986674e-03
  1.17285327e-02  1.18017093e-02  1.46657012e-02 -3.57128035e-03
 -3.01501986e-03  1.16416892e-02]",0,0.5780478119850159,0.4219521880149841,neutral,Campaign strategies,0.0018571346299722,0.001039266353473,0.0004925075918436,0.0002585098845884,0.0047964351251721,0.0013009867398068,0.0004228451580274,0.0003300467506051,0.0005590959335677,0.0037866162601858,0.0002986769541166,0.0002510844205971,4.757370697916485e-05,0.0003413326339796,0.0009210978168994,0.0004921430954709,0.1289215087890625,0.0005556956748478,0.0004386946093291,0.0009054240072146,0.6912652850151062,0.0040571480058133,0.0007021420169621,0.0103208450600504,0.0002696591836865,0.0035602853167802,0.1410055458545684,0.0008023945847526,3.764592111110687e-05,7.95304513303563e-05,8.980479469755664e-05,2.5912884666468013e-05,2.2244930732995268e-05,0.0001526648120488,2.1505693439394242e-05,0.0003157215251121,5.234378477325663e-05,2.848195435944945e-05,0.0001170783361885,1.0432889894218531e-06,1.8688175259740092e-05,2.152955858036876e-05,0.0004042332293465,7.373934931820257e-05,0.3296590447425842,0.0955956354737281,0.1170452013611793,0.3030994236469269,0.1546006649732589
"[ 0.68130559  0.01463173 -0.01342035  0.01286012  0.05818095  0.01098291
 -0.09748745 -0.02585282 -0.11715844  0.0601858   0.00196181 -0.00093937
  0.00799992  0.04810487 -0.02876181  0.01148289 -0.02524627  0.00261127
 -0.02444907 -0.01513401  0.00887491  0.02482886 -0.00374263  0.01433844
  0.01982246  0.01218292  0.01241699  0.01315718 -0.00358498 -0.01967923
 -0.00676801  0.02331329  0.02098748  0.01393286 -0.0010741  -0.01581717
  0.01662218  0.00541386  0.00601302 -0.00261137  0.00459753  0.00800699
 -0.01349135  0.00439333  0.00075462  0.01295256  0.00214048  0.00518154
  0.01182995 -0.01618027]",0,0.6115039587020874,0.3884960412979126,neutral,Campaign strategies,9.05244451132603e-05,4.808358789887279e-05,4.966355845681392e-05,0.0004243353614583,0.0114241065457463,0.0045123915188014,0.0002541693975217,6.17067635175772e-05,0.0018751618918031,0.0017969084437936,0.0003658659115899,6.3340638007503e-05,3.631603613030165e-05,3.251959788030945e-05,0.0002868714218493,0.000441840471467,9.535025310469793e-05,7.933859887998551e-05,3.127107629552484e-05,0.0005243619671091,0.7741062045097351,0.1950225383043289,2.7966592824668627e-05,0.0062726107425987,0.0004400306788738,0.0005593905807472,0.0010215525981038,5.5578606406925246e-05,4.156022623647005e-05,6.921068415977061e-05,0.0001080428628483,2.700795994314831e-05,2.5883689886541106e-05,0.0001251967914868,2.934325129899662e-05,0.0002403113321634,5.834916009916924e-05,3.0021848942851648e-05,9.722252434585243e-05,1.0607941476337144e-06,1.6170562957995568e-05,2.137756746378728e-05,0.0003714976774062,9.461335139349104e-05,0.3023543655872345,0.2596340477466583,0.0743445083498954,0.22545748949050895,0.1382095515727996
